Occurrences,Gloss,readability (rounded average),lemma,pos
584,university,4,جامعي,adj
584,tranquillity,3,سكينة,noun
583,operation;activation,2,تشغيل,noun
583,apparent;obvious,4,بادي,noun
581,you_[masc.pl.],1,أنتم,pron
581,fright;terror,1,رعب,noun
581,supervision;direction;patronage,3,إشراف,noun
580,attack;assail#except_for#be_attacked;be_assailed,5,عدا,verb
580,grip;seizure;fistful#fistfuls;grips,4,قبضة,noun
579,be_benefited_from;be_made_use_of#benefit_from;make_use_of,1,ٱستفاد,verb
579,currency#currencies,2,عملة,noun
579,elevated;rising,2,مرتفع,adj
578,assume;bear_(reponsibility),2,تحمل,verb
578,office;agency#offices;agencies,4,ديوان,noun
578,empty_space;vacuum,1,فراغ,noun
578,there,4,ثمة,adv
577,criminal,1,مجرم,noun
576,fees;charges#fee;charge,2,أجرة,noun
576,fields#field,1,حقل,noun
576,monitor;observe;supervise#be_monitored;be_observed;be_under_surveillance,1,راقب,verb
576,camp;ideological_group#camps;ideological_groups,5,فسطاط,noun
576,relate;trace;attribute#be_traced_(to);be_attributed_(to),4,نسب,verb
575,endurance;patience,4,جلد,noun
575,manner;mode;way,4,كيفية,noun
575,share;dividend#shares;dividends,3,نصيب,noun
575,blindness,2,عمى,noun
574,agriculture;cultivation,1,زراعة,noun
574,persuasion;convincing,2,إقناع,noun
573,corners;nooks;angles#corner;nook;angle,1,زاوية,noun
573,prescriptions_of_religious_law#Sharia_(Islamic_law),3,شريعة,noun
573,hate;loathe;dislike,1,كره,verb
573,delighted;glad,4,هانئ,adj
572,die;pass_away;expire#take_to_Heaven#take_full_share,1,توفى,verb
572,temperature;heat;fever,1,حرارة,noun
572,banner;flag,3,راية,noun
572,trouble;burden,1,تعب,noun
572,reject;avert;ward_off,4,درأ,verb
572,branches#branch;limb,2,غصن,noun
571,repeat;reiterate#be_repeated;be_reiterated,1,ردد,verb
571,kick;shot#kicks;shots;kicking,2,ركل,noun
571,tourists#tourist,2,سائح,noun
571,"O,_oh",2,أيتها,part_voc
571,columns;masts#column;mast,4,عماد,noun
570,expansion;widening,3,توسيع,noun
570,veil,1,حجاب,noun
570,expected;anticipated,3,متوقع,adj
569,deal;transaction#deals;transactions,4,صفقة,noun
569,bearing;carrying,1,حامل,adj
568,safety;protection,1,أمان,noun
568,export;exporting#exports#issuance;publication,3,إصدار,noun
567,assistance;medical_service;first_aid,1,إسعاف,noun
567,tax;levy#taxes;levies,4,ضريبة,noun
566,coast;seashore#coasts;seashores,2,ساحل,noun
566,path;route;tracks_(railroad),3,مسار,noun
566,famous;well-known,3,شهير,adj
564,hat;cap,1,قبعة,noun
564,rescue;survival;escape;salvation,2,نجاة,noun
563,voting,3,تصويت,noun
563,traditions;customs#imitation,1,تقليد,noun
563,virtue,5,فضيلة,noun
562,certainty;certitude;conviction,4,يقين,noun
560,tolerate;expect;be_likely,1,ٱحتمل,verb
560,prevail;be_predominant;rule/govern,4,ساد,verb
560,cover;conceal#be_covered;be_concealed,1,غطى,verb
559,criticize,4,ٱنتقد,verb
559,splendid;marvelous;magnificent,1,رائع,adj
559,tolerate;endure#be_tolerated;be_endured,4,أطاق,verb
559,sweet_basil;aromatic_plant#aromatic_plants,2,ريحان,noun
558,scholar;researcher,4,باحث,noun
558,narrowness;anxiety;shortage,4,ضيق,noun
558,strengthen;reinforce#be_strengthened;be_reinforced,4,عزز,verb
558,established;proven;permanent,1,ثابت,adj
558,complain;suffer#be_complained;be_suffered,1,شكا,verb
557,innocent;exempt,1,بريء,adj
557,schedule;chart#schedules;charts,1,جدول,noun
556,friendship,1,صداقة,noun
556,axis;axle;pivot#axes;axles;pivots,4,محور,noun
556,prophet,1,نبي,noun
556,ascertain;be_convinced,3,أيقن,verb
555,dangers;perils;adventures,2,مخاطر,noun
555,hurrying;in_a_hurry,3,مسرع,noun
554,total,1,مجموع,noun
553,apologize;excuse_oneself;allege_a_pretext,1,ٱعتذر,verb
553,modesty;shame,2,حياء,noun
553,obstruct;aim;point;direct#be_settled;be_paid_off_(debt),3,سدد,verb
553,punishment;penalty,1,عقاب,noun
553,specialized;specialist,3,متخصص,adj
552,forty;fortieth,1,أربعون,noun_num
552,be_allowed;be_possible,3,جاز,verb
551,exploitation;utilization,4,ٱستغلال,noun
551,shame;shyness,2,خجل,noun
551,observer;inspector,2,مراقب,noun
550,negotiation;consultation,4,تفاوض,noun
550,connected;linked,3,مرتبط,adj
550,victory;assistance,4,نصر,noun
550,attack;assault#be_attacked;be_assaulted,2,هاجم,verb
549,heavy;oppressive,1,ثقيل,adj
549,urgent;speedy,3,عاجل,adj
549,aggression;hostility;enmity,4,عدوان,noun
549,residence;domicile#houses;residences,2,مسكن,noun
549,considering;regarding,4,معتبر,adj
548,stronger/strongest;more/most_powerful#strongest;most_powerful,1,أقوى,adj
548,adopt,3,تبنى,verb
547,calming;appeasement,3,تهدئة,noun
547,deceive,2,خدع,verb
546,periphery;surrounding_area,3,محيط,noun
546,reluctant;unwilling,4,آبي,noun
545,nomination;candidacy,3,ترشيح,noun
544,expect;suppose;presume#be_expected;be_supposed;be_presumed,3,ٱفترض,verb
544,impossible,2,مستحيل,adj
544,astonishing;amazing;strange,2,عجيب,adj
543,collapse;downfall;breakdown,2,ٱنهيار,noun
543,abandon;relinquish;surrender,3,تخلى,verb
543,success;successful_outcome;conformation,2,توفيق,noun
543,civilization;culture#civilizations;cultures,3,حضارة,noun
543,negative;passive,3,سلبي,adj
543,entrance;introduction#entrances;introductions,1,مدخل,noun
543,lion,5,ضرغم,noun
543,turn;attract,4,لفت,verb
542,context;course#contexts;courses,4,سياق,noun
542,fulfillment;completion,4,وفاء,noun
541,bring;supply#be_brought;be_supplied,1,أحضر,verb
541,belong_to;be_affiliated_with;be_a_member_of#be_the_object_of_affiliation,3,ٱنتمى,verb
541,left;left_hand#left,1,أيسر,noun
541,present;current,4,راهن,adj
540,allege;claim#be_alleged;be_claimed,4,زعم,verb
540,complaint;grievance#complaints;grievances,2,شكوى,noun
539,broadcast;transmission#broadcasts;transmissions,1,إذاعة,noun
539,briefcase;suitcase;portfolio#luggage;suitcases,1,حقيبة,noun
539,position;standing,3,مكانة,noun
539,sound;drone;echo,4,دوي,noun
538,delusion;imagination#delusions;imaginations,2,وهم,noun
538,request_authorization,1,ٱستأذن,verb
538,fierce;violent;forceful,2,عنيف,adj
537,insist;assert#be_insisted;be_asserted,2,أصر,verb
537,silence,1,سكوت,noun
537,fulfill;carry_out#be_fulfilled;be_carried_out,4,وفى,verb
536,departure,1,ٱنصراف,noun
536,wood,1,خشب,noun
536,devil#devils,1,شيطان,noun
536,sympathy,3,عطف,noun
536,agents#agent,4,عميل,noun
536,traveler;passenger,2,مسافر,noun
535,legitimacy;legality,5,شرعية,noun
533,catastrophes;tragedies#catastrophe;tragedy,3,كارثة,noun
532,gardens#garden,1,بستان,noun
532,play;jest;frivolity,4,عبث,noun
531,receive;assume,4,تسلم,verb
531,autonomous;self;auto-,4,ذاتي,adj
531,cinema;cinematographic,3,سينمائي,adj
531,cell;group;platoon;squadron#cells;branches;groups;platoons;squadrons#cell;branch;group,5,فصيل,noun
531,concept;notion;sense;meaning;definition#concepts;notions;senses;meanings;definitions,3,مفهوم,noun
531,befriend;accompany,3,صحب,verb
529,priority;precedence#priorities,3,أولوية,noun
529,dirt;soil,1,تراب,noun
529,overcome;surmount,2,تغلب,verb
526,naval;maritime,3,بحري,adj
526,continuous_succession;consecutive,3,توالي,noun
525,plowman,3,حارث,noun
524,remove;expel,2,أبعد,verb
523,be_established;be_founded;be_installed#establish;found;install,3,أنشأ,verb
523,offer;donation;concession#offers;donations;concessions,1,إعطاء,noun
523,comprehensive;extensive#mosque#gatherer;collector;receiver,1,جامع,noun
523,ring;circle;link#rings;circles;links#episode,1,حلقة,noun
523,justice;fairness,2,عدالة,noun
523,rest;relax;calm_down;be_pleased,1,ٱستراح,verb
523,flow;circulate;spread#be_circulated;be_spread,4,سرى,verb
522,delivering;throwing;arresting,3,إلقاء,noun
522,worship;religious_practice,1,عبادة,noun
521,support;approval;assistance,3,تأييد,noun
521,lead_(metal),3,رصاص,noun
521,behavior;conduct,1,سلوك,noun
521,disappear;vanish#emanate;be_fragrant,1,ضاع,verb
521,climate;atmosphere,3,مناخ,noun
520,tie;link#ties;links#leagues;unions,4,رابطة,noun
520,debate;argue#be_debated;be_argued,3,ناقش,verb
519,activist,5,ناشط,noun
519,worshipping;God-fearing,2,عابد,noun
518,smiling,1,ٱبتسام,noun
518,need;requirement#needs;requirements,2,ٱحتياج,noun
518,technical,4,تقني,adj
518,scarcity;lack_of;small_number_or_amount_of,3,قلة,noun
518,rest;contentment;satisfaction,2,ٱرتياح,noun
517,courage,1,شجاعة,noun
517,words;terms;expressions#word;term;expression,3,لفظ,noun
517,scope;range;extent,4,نطاق,noun
517,senility;old_age#pyramids#pyramid,1,هرم,noun
516,locking;closing;barring,1,إغلاق,noun
516,during,2,طوال,noun
516,blessing,1,نعمة,noun
515,result;revenue,4,حصيلة,noun
514,petroleum;oil,3,نفطي,adj
514,be_suitable;be_fitting;be_valid,4,صلح,verb
513,decrease;mitigate,2,خفف,verb
513,suitable;applicable#pious;upright,3,صالح,adj
513,treaty;accord;pact#treaties;accords;pacts,4,معاهدة,noun
512,cover;blanket#covers;blankets,1,غطاء,noun
512,be_proper_for;be_suitable_for,2,لاق,verb
512,on_that_day,4,يومئذ,adv
511,smaller/smallest;younger/youngest,1,أصغر,adj_comp
511,poem#poems,2,قصيدة,noun
511,obstacles#obstacle,4,عقبة,noun
511,calm;at_ease,2,مطمئن,adj
510,profit;gain,1,ٱستفادة,noun
510,surprise#be_surprised,1,فاجأ,verb
510,inform;announce,3,أنبأ,verb
510,concerned;affected;interested,4,معني,adj
509,intensity;violence,3,حدة,noun
509,be_specified;be_designated;be_allocated#specify;designate;allocate,2,خصص,verb
508,concern;stipulate;confer,4,خص,verb
508,martyr#martyrs,2,شهيد,noun
508,bolt;be_startled,4,أجفل,verb
507,adjusting;regulating;precision,3,ضبط,noun
507,surpass;excel,4,فاق,verb
507,explain;interpret#be_explained;be_interpreted,2,فسر,verb
507,emigration;exodus,4,هجرة,noun
507,defend;protect;forbid#be_defended;be_protected;be_forbidden,1,حمى,verb
507,important;significant,2,هام,adj
505,turn_around;be_reversed;be_inverted,2,ٱنقلب,verb
505,renovation;renewal#renovations;renewals,3,تجديد,noun
505,because_of;as_a_result_of,4,جراء,noun
504,parliamentary,5,برلماني,adj
504,advice,3,وصية,noun
504,transitional,4,ٱنتقالي,adj
502,partnership,4,شراكة,noun
501,requirement;demand,3,مطالبة,noun
501,filling;filling_out,2,ملء,noun
501,immediately,2,تو,noun
501,hurt;distress;worry#become_bad;become_evil,3,ساء,verb
501,discussion;talk;negotiation#discussions;talks;negotiations,5,مباحثة,noun
500,boat#boats,1,قارب,noun
500,times;occasions,4,مرار,noun
500,honor;respect;hospitality,3,إكرام,noun
499,dove;pigeon#doves;pigeons,1,حمام,noun
499,place;location;situation,4,مقام,noun
499,be_stable;be_established,1,ثبت,verb
499,poison,1,سم,noun
498,socialist,5,ٱشتراكي,adj
498,thirty;thirtieth,1,ثلاثون,noun_num
498,wander;be_engrossed,4,جال,verb
498,competitor;rival,2,منافس,noun
498,intend;do_deliberately,4,عمد,verb
498,crazy_man;madman#crazy_men;madmen#crazy_woman,1,مجنون,noun
497,municipality;township,4,بلدية,noun
497,make_tight;make_strong,1,شد,verb
496,coverage;covering,3,تغطية,noun
496,raids;invasions;forays;incursions#raid;invasion;foray;incursion#invasion;attack;aggression,4,غزو,noun
496,library;bookstore#libraries;bookstores,1,مكتبة,noun
495,demand;require,4,ٱقتضى,verb
495,fox,1,ثعلب,noun
494,mutual_understanding;mutual_comprehension,2,تفاهم,noun
493,allude;refer,3,لمح,verb
492,approach;concern_for;interest_in,4,إقبال,noun
492,commodity;commercial_article#commodities;commercial_goods,4,سلعة,noun
491,suburb;neighborhood;vicinity#suburbs;neighborhoods;outskirts,4,ضاحية,noun
491,sing#be_sung,1,غنى,verb
491,deficit,4,نقص,noun
490,analysis;dissolution#analyses,3,تحليل,noun
490,search;check;inspection#inspections,2,تفتيش,noun
490,spy#spies,3,جاسوس,noun
490,afraid;fearful,1,خائف,adj
489,respect;regard;purpose,4,صدد,noun
489,stick;baton;rod;staff#sticks;batons;rods;staffs,2,عصا,noun
489,according_to;in_accordance_with#requiring,5,موجب,noun
488,time_standard;timing,1,توقيت,noun
488,tape;strip;ribbon#tapes;strips;ribbons,1,شريط,noun
488,influential;provocative,4,مثير,adj
488,review;inspection,1,مراجعة,noun
488,afflicted;injured;wounded,3,مصاب,noun
488,set_up,4,نصب,verb
487,persuade;convince#be_persuaded;be_convinced,1,أقنع,verb
487,photography;filming;illustration,1,تصوير,noun
487,wave;gesticulate;insinuate,2,لوح,verb
487,be_cared_for;be_a_matter_of_concern#care;concern;worry,5,بالى,verb
486,be_obeyed#obey,2,أطاع,verb
486,attack;invade;raid#be_attacked;be_invaded;be_raided,4,أغار,verb
485,emphasis;focus;concentration;installation,3,تركيز,noun
485,steal;rob,1,سرق,verb
484,inspire;suggest#be_inspired;be_suggested#occur,3,أوحى,verb
484,bend;bow#be_bent;be_bowed,3,ٱنحنى,verb
483,creating;forming#structure;education,2,تكوين,noun
483,beard,2,لحية,noun
483,high-ranking;top-level,4,رفيع,adj
483,concealment;silence,3,كتمان,noun
482,treat;deal_with;process#be_treated;be_dealt_with;be_processed,1,عالج,verb
482,general;public;common,3,عمومي,adj
482,skill;proficiency#skills;crafts,2,مهارة,noun
481,establishment;creation;installation,3,تأسيس,noun
481,next_to#side#sides,1,جنب,noun
481,fight;wage_war,1,حارب,verb
481,coffee,1,قهوة,noun
481,rain,1,مطر,noun
481,strike;charge;attack,3,ٱنقض,verb
480,once;sometimes,4,تارة,noun
480,gross;full_amount;totality,3,إجمالي,noun
479,condemn;censure#be_condemned;be_censured,4,أدان,verb
479,listen,1,ٱستمع,verb
479,ring;seal#rings;seals,1,خاتم,noun
479,harsh;cruel;severe;stringent;brutal,1,قاسي,adj
478,resume;start_over;appeal#be_resumed;be_started_over_again,4,ٱستأنف,verb
478,mirror#mirrors,1,مرآة,noun
477,possess;acquire,3,ٱمتلك,verb
477,be_distinguished;stand_out#discern;distinguish,2,تميز,verb
477,ascent;rising,1,صعود,noun
477,excuse,2,عذر,noun
477,conciliation;compromise,4,مصالحة,noun
477,delayed;deferred,4,مؤخر,adj
476,criminal;penal,4,جنائي,adj
476,obstacle;blockade#obstacles;hurdles,1,حاجز,noun
476,focus;concentrate;emphasize,1,ركز,verb
476,desire;wish#desires;wishes,3,شوق,noun
475,dawn;daybreak,4,سحر,noun
475,honored;revered,2,مكرم,adj
474,be_latent;be_concealed,4,كمن,verb
474,rush_at;hurry_to,5,ٱبتدر,verb
473,remuneration;recompense#wages;fees#wage;fee,2,أجر,noun
473,encourage;promote;support,1,شجع,verb
473,be_narrow;be_confined;be_small,3,ضاق,verb
473,bank;banking,4,مصرفي,adj
473,emigrant,3,مهاجر,noun
473,bees#bee,1,نحل,noun
473,surprise,4,بغتة,noun
473,cunning;craft,3,دهاء,noun
473,meet;encounter#be_met;be_encountered,3,لاقى,verb
472,repeat;reiterate,1,كرر,verb
471,be_limited_to;abbreviate;shorten,4,ٱقتصر,verb
471,booby-trapped,4,مفخخ,adj
471,insurrection;rebellion,4,تمرد,noun
471,ember#embers,2,جمر,noun
470,removal;elimination,3,إزالة,noun
470,advice;recommendation,4,توصية,noun
470,spring,1,ربيع,noun
470,solidarity;cooperation,4,تضامن,noun
469,maintain;preserve#be_maintained;be_preserved,1,أبقى,verb
469,retaliate;take_revenge;avenge,1,ٱنتقم,verb
469,hammer,4,مطرق,noun
468,condemnation;censure,4,إدانة,noun
468,alternation;circulation,4,تداول,noun
468,lucky;fortunate,5,ميمون,adj
467,body#bodies,2,بدن,noun
467,vanguards#vanguard,5,طليعة,noun
467,correspondent,3,مراسل,noun
466,food,1,غذاء,noun
466,scrutinize;look_firmly_at,5,تفرس,verb
465,social;common;collective,3,جماعي,adj
465,evident;apparent;manifest;visible,1,ظاهر,noun
465,participation;contribution,3,مساهمة,noun
465,promotion;advancement,2,نهوض,noun
464,television,3,تلفزيوني,adj
464,oppose;resist,4,عارض,verb
464,wheels;tires#hurry;haste#wheel;tire,1,عجلة,noun
463,move_away;eschew;be_far_away_(from),2,ٱبتعد,verb
463,cell#cells,3,خلية,noun
462,recovery;reclamation,3,ٱستعادة,noun
462,winter,1,شتاء,noun
462,illness;deficiency;defect#illnesses;deficiencies;defects,3,علة,noun
462,designated;allocated,2,مخصص,adj
462,left,1,يسار,noun
462,inform;notify;lead;take#be_informed;be_notified;be_led;be_taken,5,أفضى,verb
461,censorship;surveillance,4,رقابة,noun
461,basket,1,سلة,noun
461,cross;crucifix#crosses;crucifixes,1,صليب,noun
461,continent,3,قارة,noun
460,praise;commend;build#be_praised;be_commended;be_built,4,أشاد,verb
459,writers;authors#writer;author,3,أديب,noun
459,balloting;voting;election,4,ٱقتراع,noun
459,torture;punishment,2,تعذيب,noun
459,calm_down;subside,2,هدأ,verb
458,continuation;preservation,3,إبقاء,noun
458,advice;word_of_advice#advice;words_of_advice,1,نصيحة,noun
457,discovery,1,ٱكتشاف,noun
457,facilitation;assistance,3,تسهيل,noun
